t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
58,6.833072706347805,0.9957163044016233,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
59,6.925168517864599,0.9586817717500842,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
60,7.116506694373158,0.9748147446366432,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
61,7.30058131851104,0.9774026798598263,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
62,7.463860081910229,0.9671387674347316,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
63,7.605292885370002,0.9339257706975744,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
64,7.748124590322369,0.8445475176031476,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
65,7.897744504544631,0.7610042355383797,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
66,8.0785784820519,0.7205676619456103,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
67,8.350403878892543,0.788882987634599,0.0,16.0,1.89410400390625,14.810600280761719,9.0,1.0,0
68,8.594791059500366,0.8619348516761934,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
69,8.815683127512697,0.9225400115691216,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
70,8.933398987818844,1.0103609297399134,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
71,9.031732360219426,1.11587281902979,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
72,9.161336549672711,1.2327302061288439,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
73,9.294241516239847,1.3466368068230945,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
74,9.45280136603859,1.4650436903887099,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
75,9.643050771744262,1.4574747931043726,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
76,9.820595781640082,1.3905115242226833,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
77,9.967387883072126,1.3302911700247555,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
78,10.104020183903826,1.3100828945413088,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
79,10.196853966716544,1.3093123175314019,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
80,10.301369397349115,1.2937389600995854,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
81,10.469871481538675,1.2952144228682019,0.0,16.0,1.89410400390625,14.810600280761719,11.0,1.0,0
82,10.662702390354442,1.2283582490807163,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
83,10.836284508460942,1.1607027297712518,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
84,10.974115933301704,1.185685805259824,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
85,11.086655955949032,1.199970636077111,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
86,11.19019051552629,1.1634364642169859,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
87,11.299733905997142,1.0874649593057815,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
88,11.506507577963314,1.0300251324358884,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
89,11.798520508479914,0.9984485610714997,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
90,12.04070834456425,0.9787261789242059,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
91,12.203389999908913,0.9837446383532003,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
92,12.340734766760749,1.0225418296732325,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
93,12.49795533101217,1.0457817657532527,0.0,16.0,1.89410400390625,14.810600280761719,13.0,1.0,0
94,12.65695024250919,1.0573698914252085,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
95,12.73216529957354,0.9935915836316346,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
96,12.836388077026246,0.9486370098267327,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
97,13.019515844437388,0.9034513464044759,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
98,13.191236897362746,0.8636659007704415,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
99,13.334559647870702,0.8042695371896996,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
100,13.444259362290335,0.7254557212627981,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
101,13.555532195582124,0.654798325964203,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
102,13.66591667737063,0.6557820067608487,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
103,13.82403144567874,0.792861221951961,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
104,14.024909099611957,0.8819203399502693,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
105,14.22970940566642,0.9478672914845954,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
106,14.417098750242921,1.0103172893898522,0.0,16.0,1.89410400390625,14.810600280761719,15.0,1.0,0
107,14.543657246662224,1.0434060669283485,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
108,14.643491967544644,1.0074874849122102,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
109,14.631726917860242,1.0162353948717822,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
110,14.560675262302825,1.0691855561894792,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
111,14.510808948424936,1.14513180286221,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
112,14.559199750453875,1.265039614665461,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
113,14.644735313312522,1.3965939353460273,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
114,14.815884670287103,1.4568336630875913,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
115,15.00600432625299,1.5225077510212615,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
116,15.15426201219801,1.6243324971071609,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
117,15.149828121378164,1.785474562244528,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
118,15.11020050975768,1.9785079831449603,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
119,15.080030404807346,2.143222514203093,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
120,15.127944601560056,2.2179778979423146,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
121,15.199736522462514,2.2196530137520534,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
122,15.234708631746742,2.249433088452027,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
123,15.196066546136477,2.3184348911152655,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
124,15.077970115425027,2.4014741032024642,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
125,14.97638969867726,2.4915264208491283,0.0,16.0,1.89410400390625,14.810600280761719,15.0,3.0,0
126,14.886171805597362,2.604922261806364,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
127,14.806479984967009,2.7400441933937385,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
128,14.756293197022718,2.899927951803466,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
129,14.708645120510598,3.0431673094900975,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
130,14.694792246877594,3.1414406055749846,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
131,14.761240506216513,3.205159459405885,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
132,14.862366711138955,3.2804650950513654,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
133,14.988917811976131,3.348627835711415,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
134,15.066212411913524,3.4191135729833584,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
135,15.002286448270729,3.510917077622604,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
136,14.91256907052695,3.644986218806759,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
137,14.826282516145348,3.7890136774330756,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
138,14.771665297862807,3.9281457303218192,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
139,14.74906316944389,4.070428964437973,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
140,14.818795210054903,4.2179787133541655,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
141,14.867021026066388,4.342414800903004,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
142,14.863065400483103,4.429825405304303,0.0,16.0,1.89410400390625,14.810600280761719,15.0,5.0,0
143,14.818968181544372,4.5361777670871675,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
144,14.787203477903274,4.6270403548809,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
145,14.822769414373528,4.716166953983072,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
146,14.91139835750835,4.855605970705916,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
147,15.00049969083387,5.033336233880844,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
148,15.07091076325567,5.2059042289850765,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
149,15.118363309547156,5.344519046320678,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
150,15.06081099264048,5.440878113368586,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
151,14.999099992408961,5.54896055435698,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
152,14.908219136880788,5.626083543909808,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
153,14.791800060728919,5.737110540668402,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
154,14.712020078225473,5.844047858860461,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
155,14.65942928017884,5.962721053056552,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
156,14.722364784776344,6.122252892762127,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
157,14.781916167291238,6.263148907057074,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
158,14.79070536336037,6.339371455641103,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
159,14.749797834315974,6.414153608348165,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
160,14.676602827939055,6.495316655535707,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
161,14.61682034252046,6.573819298574021,0.0,16.0,1.89410400390625,14.810600280761719,15.0,7.0,0
162,14.666329482242311,6.655552535113668,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
163,14.832963661170378,6.743831110883196,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
164,14.993781589535338,6.854761584056985,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
165,15.10230081066691,6.98613165565587,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
166,15.090269094710282,7.115701071472661,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
167,15.027604350336613,7.234299127466612,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
168,14.980707306051373,7.3699525733303215,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
169,14.985100176554509,7.598534110472433,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
170,15.019179509948609,7.880271152769531,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
171,15.1236908879285,8.124248794451068,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
172,15.196389678963738,8.331937719048556,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
173,15.162707574841917,8.464369020642224,0.0,16.0,1.89410400390625,14.810600280761719,15.0,9.0,0
174,15.136656265266232,8.587804426857286,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
175,15.091021249293389,8.713158552610516,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
176,15.021463966289906,8.84417904899584,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
177,14.938933505483066,8.94661951921514,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
178,14.883805957523352,9.046005238800168,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
179,14.927047823006863,9.163655565554928,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
180,15.02955484393569,9.33444969314969,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
181,15.153169267546536,9.507551270203585,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
182,15.23064332251048,9.674415821391253,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
183,15.285830837091297,9.82826110013691,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
184,15.243894985435112,9.956989331958278,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
185,15.103658678553554,10.102505443000368,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
186,15.003169576063167,10.23707671393974,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
187,14.930201056351068,10.381017281363304,0.0,16.0,1.89410400390625,14.810600280761719,15.0,11.0,0
188,14.886951736183512,10.5322597257484,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
189,14.956618296835073,10.726005218839346,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
190,15.03931801410939,10.886774293815897,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
191,15.085605731096713,11.028838257502468,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
192,14.993222616988586,11.148177444887114,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
193,14.881823084014906,11.258019042147357,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
194,14.796139343245198,11.411490837937802,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
195,14.73486895708902,11.625363061548928,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
196,14.726237245671342,11.928173858101706,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
197,14.821808573779794,12.205811613915445,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
198,14.875471166472684,12.446822239099962,0.0,16.0,1.89410400390625,14.810600280761719,15.0,13.0,0
199,14.918319163285789,12.67491970009872,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
200,14.97912935485433,12.842908843592202,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
201,15.058422991327435,12.929713593310398,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
202,15.114482839427644,12.983414346976643,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
203,15.056183586779962,13.007063241273626,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
204,14.944130468447542,13.043089431386193,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
205,14.793114447984959,13.14397088270545,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
206,14.654014969539164,13.25546744536423,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
207,14.537768879027524,13.345462746269058,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
208,14.42609004365768,13.381246366566758,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
209,14.349302260780748,13.307762534674609,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
210,14.260175081980668,13.267815792820745,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
211,14.139316860388048,13.241242450032173,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
212,13.883212174256553,13.210097840101927,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
213,13.602324502378636,13.191540098705078,0.0,16.0,1.89410400390625,14.810600280761719,13.0,13.0,0
214,13.34705548596417,13.154047632092272,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
215,13.112875502527618,13.101937587857002,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
216,12.94236951923803,13.029833409761423,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
217,12.847959907171195,12.970828729913917,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
218,12.759797585779573,12.967960524114467,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
219,12.665261997517717,12.99411638886976,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
220,12.565196061140508,13.012058078669765,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
221,12.447276427262802,13.044739382762165,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
222,12.314006052143608,13.09359649252334,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
223,12.197323352389612,13.153252424140664,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
224,12.105302631154553,13.204501722731068,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
225,12.062151379296054,13.259968816895066,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
226,12.002030719253783,13.291697364951082,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
227,11.879271292541654,13.27343419477171,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
228,11.683258626805172,13.18284107465689,0.0,16.0,1.89410400390625,14.810600280761719,11.0,13.0,0
229,11.468467840164477,13.117685494940664,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
230,11.273491240741443,13.110294564830605,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
231,11.094604264978342,13.12355203736751,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
232,11.003272470010593,13.107058164858827,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
233,10.947255298010202,13.115919719500406,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
234,10.947680030976697,13.2072340386729,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
235,10.980618574186115,13.336366106542641,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
236,10.997120649361504,13.441806673894337,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
237,11.00066269588739,13.531367112533689,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
238,11.027575859803544,13.549786433241078,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
239,11.041406983945722,13.570134388995234,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
240,11.075469992258457,13.617716969295154,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
241,11.126639376528944,13.794076850849788,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
242,11.18285941737025,13.999947769064724,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
243,11.182496908618562,14.13359012151903,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
244,11.095857396591548,14.209614987457089,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
245,11.009437832247247,14.291404876326828,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
246,10.95921546790228,14.394074791746599,0.0,16.0,1.89410400390625,14.810600280761719,11.0,15.0,0
247,10.967349933458337,14.512448061767495,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
248,11.009036789224949,14.623891502848373,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
249,11.066699942191914,14.750365704825095,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
250,11.080703030123509,14.852190340096396,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
251,11.051118779944334,14.926110522200336,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
252,10.980202705518282,14.947007836567904,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
253,10.796666486695836,14.961840578223962,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
254,10.626063182681436,15.00040313967724,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
255,10.476650873450959,15.057390113504304,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
256,10.35039893931752,15.11236542362981,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
257,10.193155595658025,15.129987207094688,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
258,10.026004187514282,15.091838579317725,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
259,9.818335233091974,14.91236679435837,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
260,9.597757251038717,14.763388104646848,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
261,9.40728838842478,14.66876053545468,0.0,16.0,1.89410400390625,14.810600280761719,9.0,15.0,0
262,9.264559686522562,14.676561130651239,0.0,16.0,1.89410400390625,14.810600280761719,7.0,15.0,0
263,9.14994864812076,14.671263777657837,0.0,16.0,1.89410400390625,14.810600280761719,7.0,15.0,0
